View Statements Option in Quick Actions RHS is Not Displayed------------>  Closed FD - RHS Sections
My Relation is not Working------------>  Verify Add Nominee Page OTP Screen ComponentsƤ

 Account Number 546410 is Not Redirected------------>  Verify Add Nominee Page OTP ValidationsǾ

Not Redirected to Expected------------>  Verify Add Nominee Page OTP ValidationsǾ

MyRelations Section is Not Verified------------>  Add Nominee - Major DOB with Toggle YES buttonȢ

My Relation is not Working------------>  Add Nominee - Major DOB with Toggle YES buttonȢ

MyRelations Section is Not Verified------------>  Add Nominee - Major DOB with Toggle NO buttonȿ

My Relation is not Working------------>  Add Nominee - Major DOB with Toggle NO buttonȿ

MyRelations Section is Not Verified------------>  Add Nominee - Minor DOB with Nominee Toggle YES button & Guardian Toggle YES buttonɚ

My Relation is not Working------------>  Add Nominee - Minor DOB with Nominee Toggle YES button & Guardian Toggle YES buttonɚ

MyRelations Section is Not Verified------------>  Add Nominee - Minor DOB with Nominee Toggle NO button & Guardian Toggle NO buttonʁ

My Relation is not Working------------>  Add Nominee - Minor DOB with Nominee Toggle NO button & Guardian Toggle NO buttonʁ

MyRelations Section is Not Verified------------>  Add Nominee - Minor DOB with Nominee Toggle YES button & Guardian Toggle NO buttonʡ

My Relation is not Working------------>  Add Nominee - Minor DOB with Nominee Toggle YES button & Guardian Toggle NO buttonʡ

MyRelations Section is Not Verified------------>  Add Nominee - Minor DOB with Nominee Toggle NO button & Guardian Toggle YES buttonˁ

My Relation is not Working------------>  Add Nominee - Minor DOB with Nominee Toggle NO button & Guardian Toggle YES buttonˁ

Failed in scroll To WebElement for Nominee Address Label. Exception: class org.openqa.selenium.NoSuchElementException------------>  Edit Nominee - To verify Values Fetched from the Nominee Details in FD Page

Nominee Address is not displayed------------>  Edit Nominee - To verify Values Fetched from the Nominee Details in FD Page

others is Not selected::Current selected TextSelect in FD Nominee Select Relationship Dropdown------------>  Edit Nominee - To verify Values Fetched from the Nominee Details in FD Page

Date of Birth  Text: In case of minors, mention guardian details is Not Displayed------------>  Edit Nominee - To verify Nominee Details Components

Address Details is Not Fetched After click on YES Toggle Button------------>  Edit Nominee - To verify Nominee Details Components

Guardian Details is Not Fetched After click on YES Toggle Button------------>  Edit Nominee - Guardian Details ComponentsĒ

A one-time password has been sent to your registered mobile number Message is Not Present------------>  Verify Edit Nominee Page OTP Screen ComponentsȎ

MyRelations Section is Not Verified------------>  Verify Edit Nominee Page OTP Timing & Resend Buttonȫ

My Relation is not Working------------>  Verify Edit Nominee Page OTP Timing & Resend Buttonȫ

Invalid OTP Error Message is Not Present------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Clear edit Box OTP Screen Text box 3. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Type In OTP Screen Text box 3 value as %. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Clear edit Box OTP Screen Text box 3. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Type In OTP Screen Text box 3 value as ^. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Clear edit Box OTP Screen Text box 3. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Type In OTP Screen Text box 3 value as &. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Clear edit Box OTP Screen Text box 3. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Type In OTP Screen Text box 3 value as *. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Clear edit Box OTP Screen Text box 3. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Type In OTP Screen Text box 3 value as (. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Clear edit Box OTP Screen Text box 3. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Type In OTP Screen Text box 3 value as .. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Clear edit Box OTP Screen Text box 3. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Type In OTP Screen Text box 3 value as ). Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Clear edit Box OTP Screen Text box 4. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Type In OTP Screen Text box 4 value as a. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Clear edit Box OTP Screen Text box 4. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Type In OTP Screen Text box 4 value as A. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Clear edit Box OTP Screen Text box 4. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Type In OTP Screen Text box 4 value as !. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Clear edit Box OTP Screen Text box 4. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Type In OTP Screen Text box 4 value as @. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Clear edit Box OTP Screen Text box 4. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Type In OTP Screen Text box 4 value as $. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Clear edit Box OTP Screen Text box 4. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Type In OTP Screen Text box 4 value as %. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Clear edit Box OTP Screen Text box 4. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Type In OTP Screen Text box 4 value as ^. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Clear edit Box OTP Screen Text box 4. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Type In OTP Screen Text box 4 value as &. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Clear edit Box OTP Screen Text box 4. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Type In OTP Screen Text box 4 value as *. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Clear edit Box OTP Screen Text box 4. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Type In OTP Screen Text box 4 value as (. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Clear edit Box OTP Screen Text box 4. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Type In OTP Screen Text box 4 value as .. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Clear edit Box OTP Screen Text box 4. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Type In OTP Screen Text box 4 value as ). Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Clear edit Box OTP Screen Text box 5. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Type In OTP Screen Text box 5 value as a. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Clear edit Box OTP Screen Text box 5. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Type In OTP Screen Text box 5 value as A. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Clear edit Box OTP Screen Text box 5. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Type In OTP Screen Text box 5 value as !. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Clear edit Box OTP Screen Text box 5. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Type In OTP Screen Text box 5 value as @. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Clear edit Box OTP Screen Text box 5. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Type In OTP Screen Text box 5 value as $. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Clear edit Box OTP Screen Text box 5. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Type In OTP Screen Text box 5 value as %. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Clear edit Box OTP Screen Text box 5. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Type In OTP Screen Text box 5 value as ^. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Clear edit Box OTP Screen Text box 5. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Type In OTP Screen Text box 5 value as &. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Clear edit Box OTP Screen Text box 5. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Type In OTP Screen Text box 5 value as *. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Clear edit Box OTP Screen Text box 5. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Type In OTP Screen Text box 5 value as (. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Clear edit Box OTP Screen Text box 5. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Type In OTP Screen Text box 5 value as .. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Clear edit Box OTP Screen Text box 5. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Type In OTP Screen Text box 5 value as ). Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Clear edit Box OTP Screen Text box 6. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Type In OTP Screen Text box 6 value as a. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Clear edit Box OTP Screen Text box 6. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Type In OTP Screen Text box 6 value as A. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Clear edit Box OTP Screen Text box 6. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Type In OTP Screen Text box 6 value as !. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Clear edit Box OTP Screen Text box 6. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Type In OTP Screen Text box 6 value as @. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Clear edit Box OTP Screen Text box 6. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Type In OTP Screen Text box 6 value as $. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Clear edit Box OTP Screen Text box 6. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Type In OTP Screen Text box 6 value as %. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Clear edit Box OTP Screen Text box 6. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Type In OTP Screen Text box 6 value as ^. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Clear edit Box OTP Screen Text box 6. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Type In OTP Screen Text box 6 value as &. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Clear edit Box OTP Screen Text box 6. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Type In OTP Screen Text box 6 value as *. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Clear edit Box OTP Screen Text box 6. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Type In OTP Screen Text box 6 value as (. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Clear edit Box OTP Screen Text box 6. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Type In OTP Screen Text box 6 value as .. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Clear edit Box OTP Screen Text box 6. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Type In OTP Screen Text box 6 value as ). Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Clear edit Box OTP Screen Text box 1. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Type In if displayed OTP Screen Text box 1. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Clear edit Box OTP Screen Text box 2. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Type In if displayed OTP Screen Text box 2. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Clear edit Box OTP Screen Text box 3. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Type In if displayed OTP Screen Text box 3. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Clear edit Box OTP Screen Text box 4. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Type In if displayed OTP Screen Text box 4. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Clear edit Box OTP Screen Text box 5. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Type In if displayed OTP Screen Text box 5. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Clear edit Box OTP Screen Text box 6. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Edit Nominee Page OTP Validationsɩ

Failed in Type In if displayed OTP Screen Text box 6. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Edit Nominee Page OTP Validationsɩ

Submit Button in OTP Screen is Enabled not verified------------>  Verify Edit Nominee Page OTP Validationsɩ

OTP Expired! Error Message is Not Present------------>  Verify Edit Nominee Page OTP Validationsɩ

OTP Verification is Not Verified------------>  Edit Nominee - Minor DOB with Nominee Toggle YES button & Guardian Toggle YES button˅

Submit FATCA Form Option in Quick Actions RHS is Displayed Wrongly------------>  FD RHS - FATCA Form - TO verify FATCA Form is not available in Pre-Matured Customers

 Account Number 640796 is Not Redirected------------>  FD RHS - FATCA Form - TO verify FATCA Form is not available in Matured FD Customers

Not Redirected to Expected------------>  FD RHS - FATCA Form - TO verify FATCA Form is not available in Matured FD Customers

Home Page Text is Not Verified------------>  FD RHS - FATCA Form - TO verify FATCA Form Redirection/

Login is Unsuccessfull------------>  FD RHS - FATCA Form - TO verify FATCA Form Redirection/

 Account Number 416421 is Not Redirected------------>  FD RHS - FATCA Form - TO verify Cancel Buttonk

Not Redirected to Expected------------>  FD RHS - FATCA Form - TO verify Cancel Buttonk

Failed in verify Page Redirection Using Tag and Text My Relations. Exception: class org.openqa.selenium.NoSuchElementException------------>  FD RHS - FATCA Form - TO verify FATCA Form Page Fields for Toggle "YES"

Failed in wait for Deposits tab Until Visible Fluent. Exception: class org.openqa.selenium.TimeoutException------------>  FD RHS - FATCA Form - TO verify FATCA Form Page Fields for Toggle "YES"

Deposits tab is Not Present in this Customer Id------------>  FD RHS - FATCA Form - TO verify FATCA Form Page Fields for Toggle "YES"

FIXED DEPOSIT 416421 No. Tile is Not Present in this customer Id------------>  FD RHS - FATCA Form - TO verify FATCA Form Page Fields for Toggle "YES"

 Account Number 416421 is Not Redirected------------>  FD RHS - FATCA Form - TO verify FATCA Form Page Fields for Toggle "YES"

Not Redirected to Expected------------>  FD RHS - FATCA Form - TO verify FATCA Form Page Fields for Toggle "YES"

 Account Number 416421 is Not Redirected------------>  FD RHS - FATCA Form - EDIT - TO verify FATCA Form Page Fields Error Message for Blank ValuesƐ

Not Redirected to Expected------------>  FD RHS - FATCA Form - EDIT - TO verify FATCA Form Page Fields Error Message for Blank ValuesƐ

Upload a copy of your TIN is Not Verified------------>  FD RHS - FATCA Form - EDIT - TO verify FATCA Form Page Upload Document fieldƪ

Upload Icon in FATCA Page is Not Verified------------>  FD RHS - FATCA Form - EDIT - TO verify FATCA Form Page Upload Document fieldƪ

Upload Icon in FATCA Page is Not Verified------------>  FD RHS - FATCA Form - EDIT - TO validate FATCA Form Page Upload Document Field with Valid Filesǌ

Upload a copy of your TIN is Not Verified------------>  FD RHS - FATCA Form - EDIT - TO validate FATCA Form Page Upload Document Field with Valid Filesǌ

Expected text is not verified------------>  FD RHS - FATCA Form - EDIT - TO validate FATCA Form Page Upload Document Field with Valid Filesǌ

Current Text : Pdfim.pdf------------>  FD RHS - FATCA Form - EDIT - TO validate FATCA Form Page Upload Document Field with Valid Filesǌ

Upload a copy of your TIN is Not Verified------------>  FD RHS - FATCA Form - EDIT - TO validate FATCA Form Page Upload Document Field with Valid Filesǌ

Expected text is not verified------------>  FD RHS - FATCA Form - EDIT - TO validate FATCA Form Page Upload Document Field with Valid Filesǌ

Current Text : embedded28.png------------>  FD RHS - FATCA Form - EDIT - TO validate FATCA Form Page Upload Document Field with Valid Filesǌ

Upload a copy of your TIN is Not Verified------------>  FD RHS - FATCA Form - EDIT - TO validate FATCA Form Page Upload Document Field with Valid Filesǌ

Upload Icon in FATCA Page is Not Verified------------>  FD RHS - FATCA Form - EDIT - TO validate FATCA Form Page Upload Document Field with InValid File Sizeǡ

Upload error. Please upload your file in .pdf, .png or .jpg format. Maximum file size: 1 MB Error Message is Not Verified------------>  FD RHS - FATCA Form - EDIT - TO validate FATCA Form Page Upload Document Field with InValid File Sizeǡ

Home Page Text is Not Verified------------>  FD RHS - FATCA Form - EDIT - TO validate FATCA Form Page Upload Document Field with InValid File FormatǶ

Login is Unsuccessfull------------>  FD RHS - FATCA Form - EDIT - TO validate FATCA Form Page Upload Document Field with InValid File FormatǶ

Sign Out Button is Not Present------------>  FD RHS - FATCA Form - EDIT - TO validate FATCA Form Page Upload Document Field with InValid File FormatǶ

Failed to redirect to LAFD Page : 963589------------>  FD- RHS- Loan Against Fixed Deposit- Page Contents

Loan against Fixed Deposit Labelis not Displayed------------>  FD- RHS- Loan Against Fixed Deposit- Page Contents

Help and Support Option in Need assistance? RHS is Not Displayed------------>  FD- RHS- Loan Against Fixed Deposit- Page Contents

Document Center Option in Need assistance? RHS is Not Displayed------------>  FD- RHS- Loan Against Fixed Deposit- Page Contents

CANCEL is Not Present in findElements------------>  FD- RHS- Loan Against Fixed Deposit- Page Contents

Failed in verify CANCEL button Is Displayed In The Page. Exception: class java.lang.NullPointerException------------>  FD- RHS- Loan Against Fixed Deposit- Page Contents

GENERATE OTP is Not Present in findElements------------>  FD- RHS- Loan Against Fixed Deposit- Page Contents

Failed in verify GENERATE OTP button Is Displayed In The Page. Exception: class java.lang.NullPointerException------------>  FD- RHS- Loan Against Fixed Deposit- Page Contents

Failed to redirect to LAFD Page : 963589------------>  FD- RHS- Loan Against Fixed Deposit- Min and Max amount to be shown)

Min and Max Amount Fieldis not Displayed------------>  FD- RHS- Loan Against Fixed Deposit- Min and Max amount to be shown)

Failed to redirect to LAFD Page : 963589------------>  FD- RHS- Loan Against Fixed Deposit- verify tool tip to be shown on RHS amount text box;

Info Iconis not Displayed------------>  FD- RHS- Loan Against Fixed Deposit- verify tool tip to be shown on RHS amount text box;

Failed to redirect to LAFD Page : 963589------------>  FD- RHS- Loan Against Fixed Deposit- Validation message for invalid inputs in Loan against FD fieldM

Enter Amount Text Boxis not Displayed------------>  FD- RHS- Loan Against Fixed Deposit- Validation message for invalid inputs in Loan against FD fieldM

Enter Amount Text Boxis not Displayed------------>  FD- RHS- Loan Against Fixed Deposit- Validation message for invalid inputs in Loan against FD fieldM

Enter Amount Text Boxis not Displayed------------>  FD- RHS- Loan Against Fixed Deposit- Validation message for invalid inputs in Loan against FD fieldM

Failed to redirect to LAFD Page : 963589------------>  FD- RHS- Loan Against Fixed Deposit- verify Customer is able view given bank details on RHS_

Bank Details Headeris not Displayed------------>  FD- RHS- Loan Against Fixed Deposit- verify Customer is able view given bank details on RHS_

Failed to redirect to LAFD Page : 963589------------>  FD- RHS- Loan Against Fixed Deposit- verify Customer will be able to view only last 4 digit ,rest will be maskedq

Bank Account Number is Not Displayed. GetText------------>  FD- RHS- Loan Against Fixed Deposit- verify Customer will be able to view only last 4 digit ,rest will be maskedq

Failed in verify bank account Masked FormatIn Fd Rhs Lafd. Exception: class java.lang.StringIndexOutOfBoundsException------------>  FD- RHS- Loan Against Fixed Deposit- verify Customer will be able to view only last 4 digit ,rest will be maskedq

Failed to redirect to LAFD Page : 963589------------>  FD- RHS- Loan Against Fixed Deposit- verify Customer is able to view Terms and Conditions

