MATURED Nudge - Blue Color is Not Verified------------>  Closed FD - To verify Top section in FD Page4
Failed in Clear edit Box OTP Screen Text box 5. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Type In OTP Screen Text box 5 value as ^. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Clear edit Box OTP Screen Text box 5. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Type In OTP Screen Text box 5 value as &. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Clear edit Box OTP Screen Text box 5. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Type In OTP Screen Text box 5 value as *. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Clear edit Box OTP Screen Text box 5. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Type In OTP Screen Text box 5 value as (. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Clear edit Box OTP Screen Text box 5. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Type In OTP Screen Text box 5 value as .. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Clear edit Box OTP Screen Text box 5. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Type In OTP Screen Text box 5 value as ). Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Clear edit Box OTP Screen Text box 6. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Type In OTP Screen Text box 6 value as a. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Clear edit Box OTP Screen Text box 6. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Type In OTP Screen Text box 6 value as A. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Clear edit Box OTP Screen Text box 6. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Type In OTP Screen Text box 6 value as !. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Clear edit Box OTP Screen Text box 6. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Type In OTP Screen Text box 6 value as @. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Clear edit Box OTP Screen Text box 6. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Type In OTP Screen Text box 6 value as $. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Clear edit Box OTP Screen Text box 6. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Type In OTP Screen Text box 6 value as %. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Clear edit Box OTP Screen Text box 6. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Type In OTP Screen Text box 6 value as ^. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Clear edit Box OTP Screen Text box 6. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Type In OTP Screen Text box 6 value as &. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Clear edit Box OTP Screen Text box 6. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Type In OTP Screen Text box 6 value as *. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Clear edit Box OTP Screen Text box 6. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Type In OTP Screen Text box 6 value as (. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Clear edit Box OTP Screen Text box 6. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Type In OTP Screen Text box 6 value as .. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Clear edit Box OTP Screen Text box 6. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Type In OTP Screen Text box 6 value as ). Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Clear edit Box OTP Screen Text box 1. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Type In if displayed OTP Screen Text box 1. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Clear edit Box OTP Screen Text box 2. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Type In if displayed OTP Screen Text box 2. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Clear edit Box OTP Screen Text box 3. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Type In if displayed OTP Screen Text box 3. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Clear edit Box OTP Screen Text box 4. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Type In if displayed OTP Screen Text box 4. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Clear edit Box OTP Screen Text box 5. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Type In if displayed OTP Screen Text box 5. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Clear edit Box OTP Screen Text box 6. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Type In if displayed OTP Screen Text box 6. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Add Nominee Page OTP ValidationsǾ

Submit Button in OTP Screen is Enabled not verified------------>  Verify Add Nominee Page OTP ValidationsǾ

OTP Expired! Error Message is Not Present------------>  Verify Add Nominee Page OTP ValidationsǾ

DOB Text Box For Individual is not Present and Type In Failed------------>  Add Nominee - Major DOB with Toggle YES buttonȢ

PROCEED button is Not Displayed------------>  Add Nominee - Major DOB with Toggle YES buttonȢ

MyRelations Section is Not Verified------------>  Add Nominee - Major DOB with Toggle YES buttonȢ

My Relation is not Working------------>  Add Nominee - Major DOB with Toggle YES buttonȢ

DOB Text Box For Individual is not Present and Type In Failed------------>  Add Nominee - Major DOB with Toggle NO buttonȿ

PROCEED button is Not Displayed------------>  Add Nominee - Major DOB with Toggle NO buttonȿ

MyRelations Section is Not Verified------------>  Add Nominee - Major DOB with Toggle NO buttonȿ

My Relation is not Working------------>  Add Nominee - Major DOB with Toggle NO buttonȿ

DOB Text Box For Individual is not Present and Type In Failed------------>  Add Nominee - Minor DOB with Nominee Toggle YES button & Guardian Toggle YES buttonɚ

PROCEED button is Not Displayed------------>  Add Nominee - Minor DOB with Nominee Toggle YES button & Guardian Toggle YES buttonɚ

MyRelations Section is Not Verified------------>  Add Nominee - Minor DOB with Nominee Toggle YES button & Guardian Toggle YES buttonɚ

My Relation is not Working------------>  Add Nominee - Minor DOB with Nominee Toggle YES button & Guardian Toggle YES buttonɚ

DOB Text Box For Individual is not Present and Type In Failed------------>  Add Nominee - Minor DOB with Nominee Toggle NO button & Guardian Toggle NO buttonʁ

PROCEED button is Not Displayed------------>  Add Nominee - Minor DOB with Nominee Toggle NO button & Guardian Toggle NO buttonʁ

MyRelations Section is Not Verified------------>  Add Nominee - Minor DOB with Nominee Toggle NO button & Guardian Toggle NO buttonʁ

My Relation is not Working------------>  Add Nominee - Minor DOB with Nominee Toggle NO button & Guardian Toggle NO buttonʁ

DOB Text Box For Individual is not Present and Type In Failed------------>  Add Nominee - Minor DOB with Nominee Toggle YES button & Guardian Toggle NO buttonʡ

PROCEED button is Not Displayed------------>  Add Nominee - Minor DOB with Nominee Toggle YES button & Guardian Toggle NO buttonʡ

MyRelations Section is Not Verified------------>  Add Nominee - Minor DOB with Nominee Toggle YES button & Guardian Toggle NO buttonʡ

My Relation is not Working------------>  Add Nominee - Minor DOB with Nominee Toggle YES button & Guardian Toggle NO buttonʡ

DOB Text Box For Individual is not Present and Type In Failed------------>  Add Nominee - Minor DOB with Nominee Toggle NO button & Guardian Toggle YES buttonˁ

PROCEED button is Not Displayed------------>  Add Nominee - Minor DOB with Nominee Toggle NO button & Guardian Toggle YES buttonˁ

MyRelations Section is Not Verified------------>  Add Nominee - Minor DOB with Nominee Toggle NO button & Guardian Toggle YES buttonˁ

My Relation is not Working------------>  Add Nominee - Minor DOB with Nominee Toggle NO button & Guardian Toggle YES buttonˁ

